date, pm25, pm10, o3, no2, so2, co
2016/5/21, 53, 12, 50, 5, , 3
2016/5/22, 50, 27, 60, 23, 3, 3
2016/5/23, 82, 31, 46, 29, 4, 3
2016/5/24, 89, 29, 49, 13, 2, 3
2016/5/25, 78, 20, 29, 11, , 2
2016/5/26, 62, 12, 37, 9, , 2
2016/5/27, 33, 26, 40, 21, 3, 4
2016/5/28, 72, 26, 57, 12, 2, 3
2016/5/29, 77, 9, 32, 9, 1, 2
2016/5/30, 32, 10, 39, 16, 3, 3
2016/5/31, 48, 12, 43, 12, 2, 2
2016/6/1, 55, 4, 35, 3, , 
2016/6/2, 50, 7, 35, 13, 2, 2
2016/6/3, 56, 12, 34, 12, , 2
2016/6/4, 43, 9, 37, 12, 3, 3
2016/6/5, 38, 18, 35, 10, 1, 3
2016/6/6, 55, 14, 22, 20, 2, 3
2016/6/7, 46, 17, 29, 20, 4, 4
2016/6/8, 59, 7, 15, 18, 2, 3
2016/6/9, 12, 11, 33, 21, 3, 3
2016/6/10, 21, 13, 37, 19, 5, 3
2016/6/11, 59, 10, 35, 9, 2, 3
2016/6/12, 45, 6, 25, 8, , 2
2016/6/13, 13, 8, 33, 13, 2, 3
2016/6/14, 38, 14, 23, 19, 2, 3
2016/6/15, 36, 11, 20, 18, 2, 2
2016/6/16, 37, 13, 25, 24, 4, 4
2016/6/17, 48, 16, 60, 11, 2, 2
2016/6/18, 61, 22, 45, 8, 2, 3
2016/6/19, 63, 21, 36, 16, 4, 4
2016/6/20, 67, 20, 39, 14, 1, 3
2016/6/21, 58, 29, 26, 21, 3, 4
2016/6/22, 81, 18, 29, 14, 1, 3
2016/6/23, 65, 14, 20, 19, 1, 3
2016/6/24, 28, 20, 32, 12, , 2
2016/6/25, 48, 16, 48, 13, 5, 3
2016/6/26, 49, 18, 34, 14, 2, 2
2016/6/27, 52, 14, 33, 12, 3, 2
2016/6/28, 38, 15, 25, 16, 6, 3
2016/6/29, 43, 30, 41, 26, 3, 4
2016/6/30, 72, 45, 69, 28, 6, 5
2016/3/30, 70, 24, 46, 22, 3, 4
2016/3/31, 56, 20, 41, 21, 4, 4
2021/1/6, , 7, 28, 12, , 3
2020/9/12, , 9, 17, 3, 2, 2
2020/6/25, , 31, 56, 19, 1, 2
2019/12/31, , 6, 28, 10, 1, 3
2020/1/21, , 14, 13, 24, 1, 3
2019/5/23, , 18, 60, 15, 2, 2
2019/5/30, , 13, 24, 16, 2, 2
2019/6/20, , 26, 35, 16, 3, 3
2018/12/31, , 7, 23, 12, 1, 3
2019/1/22, , 14, 17, 25, 3, 3
2018/12/11, , 3, 17, 13, 1, 2
2018/8/22, , 29, 4, 8, 1, 2
2018/5/31, , 9, 50, 7, 3, 2
2018/1/21, , 8, 14, 17, , 2
2017/9/10, , 15, 28, 15, 2, 2
2017/6/29, , 9, 27, 14, 1, 2
2017/1/1, , 10, 21, 21, 1, 5
2016/12/18, , 18, 16, 44, 2, 6
2016/1/4, , 24, 13, 36, 3, 6
2016/1/5, , 21, 25, 26, 4, 5
2016/1/6, , 11, 18, 20, 1, 3
2016/1/7, , 11, 23, 17, , 2
2016/1/8, , 11, 14, 29, , 4
2016/1/9, , 11, 21, 24, 3, 4
2016/1/10, , 12, 23, 22, 3, 4
2016/1/11, , 6, 23, 14, 1, 3
2016/1/12, , 7, 19, 19, , 3
2016/1/13, , 20, 7, 37, 4, 6
2016/1/14, , 18, 9, 37, 3, 6
2016/1/15, , 10, 23, 20, 1, 4
2016/1/16, , 9, 25, 19, 1, 4
2016/1/17, , 9, 30, 10, 2, 3
2016/1/18, , 6, 24, 19, , 7
2016/1/19, , 3, 26, 14, 1, 3
2016/1/20, , 3, 24, 15, 1, 3
2016/1/21, , 5, 23, 16, , 3
2016/1/22, , 5, 27, 10, 1, 2
2016/1/23, , 8, 26, 18, 2, 3
2016/1/24, , 10, 31, 10, 1, 3
2016/1/25, , 5, 28, 18, 2, 4
2016/1/26, , 12, 16, 32, 3, 5
2016/1/27, , 13, 22, 34, 2, 5
2016/1/28, , 15, 22, 39, 4, 5
2016/1/29, , 15, 20, 24, 1, 4
2016/1/30, , 6, 19, 14, , 3
2016/1/31, , 13, 24, 22, 4, 5
2016/2/1, , 14, 19, 23, 1, 4
2016/2/2, , 7, 29, 11, 2, 3
2016/2/3, , 6, 29, 15, 2, 3
2016/2/4, , 14, 18, 30, 5, 5
2016/2/5, , 14, 26, 30, 3, 5
2016/2/6, , 15, 30, 17, 1, 3
2016/2/7, , 5, 32, 6, 2, 3
2016/2/8, , 9, 22, 19, 2, 4
2016/2/9, , 16, 33, 23, 2, 5
2016/2/10, , 6, 32, 8, 2, 3
2016/2/11, , 9, 33, 12, 3, 3
2016/2/12, , 20, 15, 37, 4, 5
2016/2/13, , 23, 30, 24, 2, 4
2016/2/14, , 13, 32, 6, , 4
2016/2/15, , 3, 23, 9, , 3
2016/2/16, , 7, 25, 15, 3, 3
2016/2/17, , 7, 28, 20, 1, 4
2016/2/18, , 9, 19, 22, 3, 5
2016/2/19, , 19, 15, 37, 4, 5
2016/2/20, , 21, 11, 32, 2, 5
2016/2/21, , 7, 37, 8, , 3
2016/2/22, , 6, 29, 16, 2, 3
2016/2/23, , 17, 22, 24, 1, 4
2016/2/24, , 11, 31, 14, 2, 4
2016/2/25, , 6, 24, 17, 1, 3
2016/2/26, , 10, 26, 24, 3, 4
2016/2/27, , 19, 40, 17, 3, 4
2016/2/28, , 21, 39, 17, 2, 4
2016/2/29, , 13, 31, 20, 3, 4
2016/3/1, , 5, 35, 7, , 2
2016/3/2, , 8, 26, 27, 4, 4
2016/3/3, , 18, 17, 38, 5, 4
2016/3/4, , 28, 35, 23, 3, 4
2016/3/5, , 21, 28, 18, 2, 3
2016/3/6, , 21, 30, 14, 4, 4
2016/3/7, , 28, 12, 31, , 5
2016/3/8, , 34, 24, 32, 5, 5
2016/3/9, , 12, 26, 12, , 3
2016/3/10, , 10, 24, 15, , 3
2016/3/11, , 12, 27, 13, , 
2016/3/12, , 12, 29, 13, , 
2016/3/13, , 9, 30, 9, , 
2016/3/14, , 10, 24, 15, , 3
2016/3/15, , 10, 38, 10, 2, 3
2016/3/16, , 13, 18, 30, 4, 4
2016/3/17, , 19, 26, 37, 4, 4
2016/3/18, , 18, 38, 23, 2, 4
2016/3/19, , 13, 30, 17, , 3
2016/3/20, , 20, 43, 6, 3, 4
2016/3/21, , 9, 32, 9, 2, 3
2016/3/22, , 9, 35, 15, 3, 3
2016/3/23, , 18, 38, 21, 3, 3
2016/3/24, , 9, 29, 12, , 2
2016/3/25, , 4, 31, 12, 1, 2
2016/3/26, , 8, 27, 14, 3, 3
2016/3/27, , 7, 33, 10, 2, 3
2016/3/28, , 9, 24, 19, 2, 3
2016/3/29, , 13, 37, 20, 4, 4
2015/10/1, , 14, 28, 9, 1, 2
2015/10/2, , 13, 33, 23, 5, 4
2015/10/3, , 19, 46, 9, 1, 3
2015/10/4, , 18, 29, 7, , 2
2015/10/5, , 6, 32, 8, , 2
2015/10/6, , 9, 31, 7, , 2
2015/10/7, , 6, 36, 7, 2, 1
2015/10/8, , 9, 43, 15, 2, 3
2015/10/9, , 18, 25, 28, 3, 4
2015/10/10, , 31, 31, 10, 1, 2
2015/10/11, , 14, 34, 15, 4, 4
2015/10/12, , 24, 24, 22, 4, 3
2015/10/13, , 15, 27, 16, 1, 2
2015/10/14, , 8, 30, 18, 1, 3
2015/10/15, , 14, 17, 16, , 2
2015/10/16, , 15, 20, 13, , 2
2015/10/17, , 17, 33, 8, , 3
2015/10/18, , 17, 38, 15, , 3
2015/10/19, , 21, 29, 24, 4, 4
2015/10/20, , 31, 28, 14, , 4
2015/10/21, , 22, 29, 19, , 3
2015/10/22, , 23, 28, 13, 3, 3
2015/10/23, , 15, 39, 22, 2, 4
2015/10/24, , 28, 32, 4, , 3
2015/10/25, , 12, 33, 20, 5, 3
2015/10/26, , 10, 29, 23, 3, 4
2015/10/27, , 20, 45, 15, 1, 3
2015/10/28, , 19, 21, 16, 5, 3
2015/10/29, , 15, 21, 25, 4, 4
2015/10/30, , 18, 23, 10, 1, 2
2015/10/31, , 8, 28, 13, 2, 3
2015/11/1, , 11, 15, 22, 1, 4
2015/11/2, , 25, 31, , , 3
2015/11/4, , 9, 1, 38, 4, 5
2015/11/5, , 18, 23, 24, 2, 3
2015/11/6, , 19, 29, 19, 1, 3
2015/11/7, , 25, 16, 14, , 3
2015/11/8, , 22, 14, 19, , 4
2015/11/9, , 22, 11, 16, , 4
2015/11/10, , 10, 21, 15, , 3
2015/11/11, , 7, 23, 12, , 2
2015/11/12, , 7, 21, 16, , 2
2015/11/13, , 8, 17, 15, , 2
2015/11/14, , 8, 19, 16, , 4
2015/11/15, , 9, 18, 21, 3, 3
2015/11/16, , 7, 22, 23, , 3
2015/11/17, , 17, 20, 16, , 3
2015/11/18, , 18, 25, 9, , 2
2015/11/19, , 6, 16, 21, , 3
2015/11/20, , 10, 25, 15, , 3
2015/11/21, , 11, 23, 9, , 3
2015/11/22, , 16, 14, 13, , 3
2015/11/23, , 19, 21, 19, 4, 4
2015/11/24, , 13, 19, 11, , 
2015/11/25, , 5, 16, 14, , 3
2015/11/26, , 5, 24, 15, , 4
2015/11/27, , 6, 12, 31, 5, 6
2015/11/28, , 10, 24, 14, 1, 3
2015/11/29, , 5, 13, 22, , 3
2015/11/30, , 9, 24, 18, , 4
2015/12/1, , 10, 12, 23, , 3
2015/12/2, , 12, 4, 29, , 6
2015/12/3, , 23, 23, 16, , 3
2015/12/4, , 8, 15, 31, 2, 6
2015/12/5, , 9, 27, 12, , 4
2015/12/6, , 6, 21, 17, 2, 3
2015/12/7, , 7, 21, 20, , 3
2015/12/8, , 10, 10, 35, 2, 5
2015/12/9, , 17, 2, 46, 4, 7
2015/12/10, , 40, 25, 18, , 4
2015/12/11, , 18, 30, 9, , 3
2015/12/12, , 8, 21, 13, , 4
2015/12/13, , 17, 23, 15, , 3
2015/12/14, , 16, 12, 27, 1, 5
2015/12/15, , 20, 16, 29, 1, 6
2015/12/16, , 27, 22, 10, , 3
2015/12/17, , 4, 24, 12, , 3
2015/12/18, , 4, 26, 12, , 3
2015/12/19, , 4, 23, 20, 3, 4
2015/12/20, , 9, 9, 38, 1, 6
2015/12/21, , 31, 28, 13, , 3
2015/12/22, , 7, 16, 24, , 4
2015/12/23, , 23, 16, 21, , 4
2015/12/24, , 17, 27, 15, 2, 4
2015/12/25, , 11, 23, 18, 4, 4
2015/12/26, , 6, 26, 9, , 3
2015/12/27, , 7, 26, 17, 2, 4
2015/12/28, , 6, 26, 16, 2, 4
2015/12/29, , 7, 25, 13, , 3
2015/12/30, , 6, , , , 
2015/7/1, , 12, 26, 21, 1, 3
2015/7/2, , 20, 4, 32, , 3
2015/7/3, , 13, 17, 19, 1, 3
2015/7/4, , 19, 39, 6, , 2
2015/7/5, , 12, 27, 14, , 3
2015/7/6, , 17, 25, 33, 1, 6
2015/7/7, , 31, 28, 39, , 6
2015/7/8, , 56, , , , 
2015/7/10, , 19, 56, 17, 3, 2
2015/7/11, , 25, 73, 13, 2, 4
2015/7/12, , 35, 13, 8, 1, 1
2015/7/13, , 15, 10, 6, , 1
2015/7/14, , 11, 10, 9, 1, 2
2015/7/15, , 8, 6, 10, , 2
2015/7/16, , 35, 8, 8, , 1
2015/7/17, , 25, 9, 7, , 1
2015/7/18, , 18, 28, 6, 1, 1
2015/7/19, , 14, 66, 17, 8, 3
2015/7/20, , 34, 26, 17, 3, 3
2015/7/21, , 25, 12, 6, 1, 1
2015/7/22, , 8, 12, 9, , 1
2015/7/23, , 12, 45, 27, 2, 4
2015/7/24, , 28, 52, 29, 3, 5
2015/7/25, , 46, 110, 23, 6, 5
2015/7/26, , 55, 77, 24, 4, 3
2015/7/27, , 44, 58, 16, 3, 2
2015/7/28, , 42, 39, 20, 4, 3
2015/7/29, , 39, 47, 22, 2, 2
2015/7/30, , 39, 50, 23, 4, 3
2015/7/31, , 44, 85, 18, 5, 4
2015/8/1, , 64, 71, 12, 4, 3
2015/8/2, , 50, 39, 21, 4, 3
2015/8/3, , 43, 45, 14, 2, 2
2015/8/4, , 42, 14, 11, 2, 2
2015/8/5, , 17, 28, 14, 1, 1
2015/8/6, , 14, 92, 22, 5, 3
2015/8/7, , 35, 42, 8, 2, 2
2015/8/8, , 31, 35, 4, , 1
2015/8/9, , 17, 14, 9, , 1
2015/8/10, , 23, 19, 8, , 1
2015/8/11, , 13, 43, 12, 3, 2
2015/8/12, , 24, 19, 13, 2, 2
2015/8/13, , 27, 38, 8, 4, 3
2015/8/14, , 25, 14, 7, 1, 
2015/8/15, , 10, , , , 
2015/8/17, , 16, 23, 11, , 1
2015/8/18, , 11, 28, 20, 3, 2
2015/8/19, , 15, 20, 17, 2, 2
2015/8/20, , 23, 38, 16, 2, 3
2015/8/21, , 33, 16, 13, 2, 2
2015/8/22, , 24, 30, 4, 1, 1
2015/8/23, , 15, 28, 6, , 1
2015/8/24, , 8, 22, 5, 2, 1
2015/8/25, , 8, 19, 10, 1, 1
2015/8/26, , 6, 22, 11, , 
2015/8/27, , 5, 17, 9, , 1
2015/8/28, , 6, 15, 9, , 1
2015/8/29, , 9, 20, 7, , 2
2015/8/30, , 9, 15, 11, , 2
2015/8/31, , 11, 6, 29, 2, 5
2015/9/1, , 28, 24, 10, , 2
2015/9/2, , 17, 37, 16, 3, 3
2015/9/3, , 19, 33, 14, 1, 3
2015/9/4, , 19, 44, 11, 1, 3
2015/9/5, , 21, 33, 10, 1, 3
2015/9/6, , 32, 23, 15, , 2
2015/9/7, , 16, 18, 14, , 2
2015/9/8, , 6, 15, 16, , 4
2015/9/9, , 14, 10, 22, , 2
2015/9/10, , 6, 29, 16, 2, 2
2015/9/11, , 11, 38, 19, 2, 3
2015/9/12, , 16, 37, 7, 1, 2
2015/9/13, , 18, 36, 8, , 2
2015/9/14, , 9, 36, 10, 3, 2
2015/9/15, , 10, 30, 11, 2, 2
2015/9/16, , 11, 22, 12, , 2
2015/9/17, , 7, 15, 24, 1, 4
2015/9/18, , 15, 41, 15, 3, 3
2015/9/19, , 18, 34, 4, 1, 2
2015/9/20, , 7, 36, 7, 4, 2
2015/9/21, , 12, 42, 9, 2, 2
2015/9/22, , 14, 42, 10, 2, 3
2015/9/23, , 15, 25, 13, 1, 3
2015/9/24, , 21, 19, 14, , 2
2015/9/25, , 11, 19, 16, , 2
2015/9/26, , 9, 19, 8, , 3
2015/9/27, , 11, 32, 21, 6, 4
2015/9/28, , 19, 34, 8, , 2
2015/9/29, , 11, 33, 9, 2, 2
2015/9/30, , 5, 32, 20, 1, 2
2015/4/1, , 41, 33, 21, 2, 3
2015/4/2, , 14, 35, 11, 2, 2
2015/4/3, , 14, 34, 12, , 3
2015/4/4, , 13, 32, 12, , 4
2015/4/5, , 16, 30, 32, 7, 6
2015/4/6, , 34, 29, 11, 1, 2
2015/4/7, , 8, 27, 11, 1, 2
2015/4/8, , 8, 31, 12, , 2
2015/4/9, , 10, 17, 19, , 3
2015/4/10, , 15, 25, 11, , 2
2015/4/11, , 6, 40, 8, 1, 2
2015/4/12, , 9, 24, 16, 2, 2
2015/4/13, , 11, 23, 22, , 3
2015/4/14, , 7, 40, 14, 1, 3
2015/4/15, , 9, 38, 42, 7, 5
2015/4/16, , 28, 53, 20, 1, 4
2015/4/17, , 32, 41, 14, 2, 3
2015/4/18, , 22, 34, 29, 5, 5
2015/4/19, , 34, 22, 19, 1, 2
2015/4/20, , 27, 29, 11, 2, 2
2015/4/21, , 7, 33, 18, 1, 2
2015/4/22, , 19, 43, 22, 4, 4
2015/4/23, , 27, 44, 23, 3, 4
2015/4/24, , 26, 47, 17, 1, 3
2015/4/25, , 29, 46, 12, 3, 3
2015/4/26, , 23, 38, 30, 4, 4
2015/4/27, , 37, 31, 34, 4, 4
2015/4/28, , 41, 40, 12, 2, 3
2015/4/29, , 18, 35, 15, 1, 2
2015/4/30, , 11, 44, 21, 1, 3
2015/5/1, , 12, 44, 20, 2, 2
2015/5/2, , 15, 43, 11, 2, 3
2015/5/3, , 11, 31, 4, 1, 2
2015/5/4, , 9, 42, 4, 1, 2
2015/5/5, , 13, 45, 15, 4, 3
2015/5/6, , 17, 38, 26, 3, 3
2015/5/7, , 22, 49, 26, 2, 3
2015/5/8, , 28, 32, 13, 2, 4
2015/5/9, , 42, , , , 
2015/5/11, , 10, 36, 14, 1, 2
2015/5/12, , 19, 46, 16, 2, 3
2015/5/13, , 18, 47, 25, 1, 3
2015/5/14, , 30, 52, 24, 3, 4
2015/5/15, , 30, 37, 16, 2, 3
2015/5/16, , 28, 55, 9, 1, 3
2015/5/17, , 25, 32, 16, 2, 3
2015/5/18, , 21, 26, 19, , 3
2015/5/19, , 22, 48, 17, 4, 3
2015/5/20, , 19, 50, 8, 1, 2
2015/5/21, , 13, 44, 24, 1, 3
2015/5/22, , 17, 48, 28, 4, 3
2015/5/23, , 23, 51, 12, 4, 2
2015/5/24, , 16, 41, 15, 1, 2
2015/5/25, , 14, 57, 18, 2, 3
2015/5/26, , 22, 80, 22, 3, 3
2015/5/27, , 30, 45, 16, 2, 3
2015/5/28, , 29, 33, 9, 1, 2
2015/5/29, , 17, 58, 15, 3, 3
2015/5/30, , 20, 54, 9, 2, 3
2015/5/31, , 24, 41, 17, 2, 2
2015/6/1, , 14, 29, 21, 2, 2
2015/6/2, , 16, 28, 15, , 3
2015/6/3, , 18, 35, 4, , 2
2015/6/4, , 7, 17, 31, 1, 3
2015/6/5, , 15, 39, 17, 1, 2
2015/6/6, , 10, 41, 12, 2, 3
2015/6/7, , 12, 24, 20, 2, 3
2015/6/8, , 12, 23, 13, 1, 2
2015/6/9, , 6, 34, 22, 3, 3
2015/6/10, , 12, 25, 24, 2, 3
2015/6/11, , 17, 29, 23, 4, 3
2015/6/12, , 23, 43, 23, 4, 4
2015/6/13, , 40, 47, 13, 2, 3
2015/6/14, , 38, 51, 21, 4, 4
2015/6/15, , 33, 25, 31, 5, 4
2015/6/16, , 39, 34, 13, 1, 3
2015/6/17, , 24, 25, 15, 1, 2
2015/6/18, , 21, 30, 8, , 
2015/6/19, , 9, 40, 15, 3, 2
2015/6/20, , 9, 28, 9, 1, 3
2015/6/21, , 11, 26, 22, 3, 3
2015/6/22, , 16, 35, 20, 2, 2
2015/6/23, , 14, 63, 19, 3, 3
2015/6/24, , 20, 29, 18, 1, 3
2015/6/25, , 21, 20, 22, 2, 3
2015/6/26, , 15, 17, 15, , 3
2015/6/27, , 10, 39, 9, 1, 3
2015/6/28, , 14, 23, 14, 2, 2
2015/6/29, , 13, 19, 20, 3, 2
2015/6/30, , 17, 13, 20, 1, 2
2015/1/1, , 5, 21, 18, 3, 3
2015/1/2, , 5, 24, 8, , 2
2015/1/3, , 3, 14, 24, , 5
2015/1/4, , 8, 22, 29, 5, 6
2015/1/5, , 18, 25, 17, 2, 3
2015/1/6, , 14, 25, 8, , 2
2015/1/7, , 3, 24, 9, , 3
2015/1/8, , 6, 25, 9, , 2
2015/1/9, , 6, , , , 
2015/1/12, , 3, 23, 13, , 3
2015/1/13, , 5, 12, 37, 4, 4
2015/1/14, , 21, 11, 33, 2, 5
2015/1/15, , 33, 24, 22, 4, 4
2015/1/16, , 10, 25, 16, 1, 4
2015/1/17, , 11, 27, 8, , 2
2015/1/18, , 3, 22, 21, 2, 3
2015/1/19, , 8, 26, 14, 2, 4
2015/1/20, , 13, 12, 27, , 4
2015/1/21, , 20, 6, 27, , 4
2015/1/22, , 18, 25, 14, , 3
2015/1/23, , 5, 23, 23, , 4
2015/1/24, , 9, 22, 24, 2, 5
2015/1/25, , 14, 14, 36, 6, 6
2015/1/26, , 27, 21, 16, 1, 4
2015/1/27, , 13, 22, 9, 1, 2
2015/1/28, , 4, 14, 21, 2, 3
2015/1/29, , 5, 7, 26, 1, 4
2015/1/30, , 13, 26, 14, , 4
2015/1/31, , 8, 28, 5, 1, 2
2015/2/1, , 4, 24, 9, , 2
2015/2/2, , 3, 22, 15, , 3
2015/2/3, , 6, 21, 22, 3, 3
2015/2/4, , 7, 16, 24, 1, 3
2015/2/5, , 10, 22, 20, , 4
2015/2/6, , 16, 19, 22, 3, 3
2015/2/7, , 7, 16, 19, 1, 4
2015/2/8, , 20, 21, 21, 3, 4
2015/2/9, , 8, 12, 32, 3, 4
2015/2/10, , 10, 15, 25, 3, 4
2015/2/11, , 13, 5, 54, 5, 6
2015/2/12, , 31, 25, 11, 1, 3
2015/2/13, , 5, 28, 16, , 3
2015/2/14, , 6, 34, 15, 2, 4
2015/2/15, , 10, 27, 32, 5, 6
2015/2/16, , 11, 22, 20, 1, 3
2015/2/17, , 13, 19, 16, , 3
2015/2/18, , 6, 24, 19, , 3
2015/2/19, , 7, 25, 16, , 3
2015/2/20, , 8, 23, 18, 4, 2
2015/2/21, , 11, 18, 21, 2, 4
2015/2/22, , 25, 17, 29, 2, 5
2015/2/23, , 34, 19, 24, 2, 4
2015/2/24, , 32, 25, 18, 2, 3
2015/2/25, , 36, 20, 20, 1, 4
2015/2/26, , 26, 30, 18, , 4
2015/2/27, , 8, 30, 15, 5, 3
2015/2/28, , 9, 23, 16, 1, 3
2015/3/1, , 13, 32, 9, , 3
2015/3/2, , 10, 24, 21, , 4
2015/3/3, , 14, 16, 29, 3, 5
2015/3/4, , 12, 29, 11, , 3
2015/3/5, , 9, 31, 13, , 3
2015/3/6, , 6, 29, 11, , 4
2015/3/7, , 11, 25, 9, , 3
2015/3/8, , 11, 20, 16, , 3
2015/3/9, , 5, 28, 9, , 2
2015/3/10, , 3, 26, 16, , 3
2015/3/11, , 6, 30, 15, , 2
2015/3/12, , 11, 28, 23, 3, 4
2015/3/13, , 15, 32, 19, 2, 3
2015/3/14, , 18, 33, 16, 2, 4
2015/3/15, , 21, 19, 37, 3, 6
2015/3/16, , 41, 23, 32, 4, 5
2015/3/17, , 36, 38, 25, 4, 4
2015/3/18, , 33, 23, 22, 1, 4
2015/3/19, , 44, 27, 22, 2, 4
2015/3/20, , 19, 30, 16, 5, 4
2015/3/21, , 17, 41, 17, 3, 4
2015/3/22, , 27, 37, 15, 4, 4
2015/3/23, , 26, 33, 9, 1, 2
2015/3/24, , 5, 34, 7, , 2
2015/3/25, , 5, 34, 13, 2, 3
2015/3/26, , 11, 28, 31, 4, 4
2015/3/27, , 16, 37, 33, 4, 4
2015/3/28, , 24, 35, 11, 2, 2
2015/3/29, , 13, 42, 22, 5, 4
2015/3/30, , 25, 42, 20, 2, 4
2015/3/31, , 29, 32, 30, 1, 5
2014/10/1, , 22, 16, 24, 5, 5
2014/10/2, , 23, 19, 14, 2, 3
2014/10/3, , 17, 30, 13, 2, 4
2014/10/4, , 18, 23, 6, , 2
2014/10/5, , 9, 25, 9, , 2
2014/10/6, , 4, 27, 8, 2, 2
2014/10/7, , 6, 25, 16, 1, 3
2014/10/8, , 10, 21, 19, 2, 3
2014/10/9, , 13, 24, 20, 1, 4
2014/10/10, , 12, 31, 15, 4, 3
2014/10/11, , 21, 31, 7, 1, 3
2014/10/12, , 19, 17, 15, 2, 4
2014/10/13, , 22, 32, 5, 1, 2
2014/10/14, , 11, 23, 11, , 2
2014/10/15, , 7, 18, 19, 2, 4
2014/10/16, , 11, 33, 13, 1, 3
2014/10/17, , 14, 28, 17, 3, 3
2014/10/18, , 12, 38, 17, 3, 4
2014/10/19, , 19, 25, 24, 1, 4
2014/10/20, , 22, 11, 22, , 4
2014/10/21, , 16, 21, 16, , 5
2014/10/22, , 16, 15, 13, , 3
2014/10/23, , 11, 15, 24, 1, 3
2014/10/24, , 15, 15, 32, 5, 6
2014/10/25, , 27, 20, 19, 2, 4
2014/10/26, , 23, 26, 16, 2, 4
2014/10/27, , 18, 30, 7, 1, 3
2014/10/28, , 9, 27, 20, 3, 5
2014/10/29, , 14, 17, 31, 4, 4
2014/10/30, , 21, 14, 40, 4, 6
2014/10/31, , 35, 9, 24, , 4
2014/11/1, , 28, 22, 11, 1, 3
2014/11/2, , 13, 30, 9, , 3
2014/11/3, , 8, 26, 10, 1, 2
2014/11/4, , 5, 15, 20, , 3
2014/11/5, , 12, 14, 19, , 3
2014/11/6, , 14, 32, 9, , 2
2014/11/7, , 10, 13, 24, , 4
2014/11/8, , 26, 12, 15, , 3
2014/11/9, , 26, 28, 14, , 3
2014/11/10, , 12, 10, 28, , 4
2014/11/11, , 21, 5, 27, , 5
2014/11/12, , 28, 21, 20, , 6
2014/11/13, , 15, 13, 25, 2, 4
2014/11/14, , 8, 24, 12, , 3
2014/11/15, , 5, 25, 13, 2, 5
2014/11/16, , 8, 11, 27, 1, 4
2014/11/17, , 17, 30, 13, , 3
2014/11/18, , 10, 28, 11, , 3
2014/11/19, , 6, 6, 27, , 3
2014/11/20, , 19, 13, 23, , 3
2014/11/21, , 17, 10, 35, , 5
2014/11/22, , 23, 32, 13, , 3
2014/11/23, , 15, 18, 17, 1, 4
2014/11/24, , 26, 16, 22, , 4
2014/11/25, , 23, 21, 10, , 2
2014/11/26, , 4, 14, 19, , 4
2014/11/27, , 8, 1, 33, , 8
2014/11/28, , 22, 1, 27, , 6
2014/11/29, , 29, 19, 14, 1, 3
2014/11/30, , 12, 4, 22, , 4
2014/12/1, , 10, 20, 17, 1, 3
2014/12/2, , 6, 19, 18, , 2
2014/12/3, , 6, 5, 36, , 6
2014/12/4, , 24, 16, 14, , 3
2014/12/5, , 3, 12, 12, , 2
2014/12/6, , 3, , , , 
2014/12/8, , 24, 24, 21, 1, 3
2014/12/9, , 15, 13, 14, , 4
2014/12/10, , 15, 10, 24, , 5
2014/12/11, , 23, 19, 21, , 4
2014/12/12, , 1, , 18, 2, 3
2014/12/15, , 7, 12, 23, , 3
2014/12/16, , 13, 17, 21, , 3
2014/12/17, , 5, 16, 12, , 2
2014/12/18, , 3, 8, 29, 5, 4
2014/12/19, , 8, 8, 31, 1, 4
2014/12/20, , 25, 17, 15, , 3
2014/12/21, , 6, 15, 21, , 3
2014/12/22, , 7, 22, 14, , 2
2014/12/23, , 4, 7, 39, 1, 6
2014/12/24, , 24, 19, 20, , 4
2014/12/25, , 7, 18, 15, , 2
2014/12/26, , 4, 22, 11, , 2
2014/12/27, , 5, 13, 22, , 5
2014/12/28, , 22, , , , 
2014/7/1, , 19, 42, 17, 3, 3
2014/7/2, , 21, 28, 15, 2, 3
2014/7/3, , 42, 28, 10, 1, 3
2014/7/4, , 11, 25, 8, , 2
2014/7/5, , 11, 40, 9, 2, 3
2014/7/6, , 20, 18, 20, 1, 4
2014/7/7, , 19, 58, 18, 3, 4
2014/7/8, , 20, 20, 26, 2, 5
2014/7/9, , 26, 6, 9, , 3
2014/7/10, , 18, 32, 11, 1, 3
2014/7/11, , 14, 58, 14, 2, 3
2014/7/12, , 15, 38, 16, 3, 4
2014/7/13, , 33, 43, 24, 6, 4
2014/7/14, , 39, 60, 13, 3, 4
2014/7/15, , 24, 49, 25, 6, 5
2014/7/16, , 44, 26, 18, 4, 3
2014/7/17, , 27, 26, 15, 2, 4
2014/7/18, , 21, 24, 15, 2, 3
2014/7/19, , 20, 38, 9, 1, 3
2014/7/20, , 12, 34, 13, 3, 4
2014/7/21, , 23, 37, 20, 3, 4
2014/7/22, , 38, 50, 34, 6, 5
2014/7/23, , 54, 77, 29, 3, 5
2014/7/24, , 63, 62, 16, 3, 4
2014/7/25, , 45, 50, 16, 4, 4
2014/7/26, , 51, 31, 6, 1, 2
2014/7/27, , 28, 43, 12, 2, 4
2014/7/28, , 9, 39, 15, 4, 5
2014/7/29, , 24, 37, 14, 2, 4
2014/7/30, , 27, 36, 17, 3, 3
2014/7/31, , 29, 32, 20, 4, 3
2014/8/1, , 22, , , , 
2014/8/4, , 6, 15, 7, , 
